"","timestamp","course.delivered","instructor.communicated","hear","interest","department","verbs","useful","gender","ethnicity","outside.barriers","inside.barriers","what.barriers","position"
"810",2014-10-30,2,7,"Email from the D-Lab mailing list",7,"History","The only real problem was that I was a Mac User and thus couldn't follow the tutorial.  I took notes on the instruction for part of the course, but it quickly became too detailed to be effective.  I'm sure with the right tools this course would have been great!  Could the dlab possibly provide or lend PCs to Mac Users for PC-specific software?",3,"Female/Woman","White",1,1,NA,NA
"811",2014-10-30,6,7,"Found it on the D-Lab website",7,"Industrial Eng & Ops Rsch","I would like to see a Intermediate level Python workshop",6,"Male/Man","International",1,1,NA,NA
"812",2014-10-30,7,7,"Found it on the D-Lab website",7,NA,NA,6,NA,"n/a",NA,NA,NA,NA
"813",2014-10-30,6,6,"Found it on the D-Lab website",7,"Energy & Resources Group",NA,6,"Male/Man","n/a",1,1,NA,NA
"814",2014-10-30,7,6,"Email from the D-Lab mailing list",7,"Ag & Resource Econ & Pol",NA,6,"Female/Woman","n/a",4,1,NA,NA
"815",2014-10-30,7,6,"Email from the D-Lab mailing list",7,NA,NA,7,"Male/Man","n/a",3,2,"Learning materials",NA
"816",2014-10-30,6,7,"Found it on the D-Lab website",7,"Energy & Resources Group",NA,6,"Male/Man","n/a",1,1,NA,NA
"817",2014-10-24,7,7,"Email from another mailing list",7,"Integrative Biology",NA,7,"Female/Woman","Asian American, White",4,1,NA,NA
"818",2014-10-24,7,7,"Found it on the D-Lab website",7,"Rhetoric",NA,7,"Male/Man","White",4,4,"educational background",NA
"819",2014-10-24,7,6,"Found it on the D-Lab website",7,"Public Policy","Would be nice to have more time to work through examples independently",7,"Female/Woman","African American/Black",4,1,NA,NA
"820",2014-10-24,7,7,"Heard about it from a friend/colleague",6,NA,NA,7,"Female/Woman","International",5,4,"Staff",NA
"821",2014-10-24,7,7,"Heard about it from a friend/colleague",7,"App Sci & Tech Grad Grp",NA,7,"Female/Woman","International",2,2,"Learning materials",NA
"822",2014-10-24,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","International",1,1,NA,NA
"823",2014-10-24,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","White",1,1,NA,NA
"824",2014-10-24,7,7,"Email from the D-Lab mailing list",7,NA,NA,6,"Female/Woman","White",1,1,NA,NA
"825",2014-10-24,6,5,"Found it on the D-Lab website",7,"Psychology",NA,6,"Female/Woman","International",1,1,NA,NA
"826",2014-10-24,7,7,"Digital Humanities",7,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"827",2014-10-24,7,6,"Found it on the D-Lab website",7,NA,"Do it weekly/biweekly: extremely interesting!!!!",7,NA,"Decline to state",NA,NA,NA,NA
"828",2014-10-23,7,7,"Heard about it from a friend/colleague",7,NA,"App development for behavioral research (especially games)",7,NA,"Decline to state",NA,NA,NA,NA
"829",2014-10-23,7,7,"Email from another mailing list",7,"Psychology",NA,7,"Male/Man","International",1,1,NA,NA
"830",2014-10-23,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,7,"Male/Man","N/A",2,1,NA,NA
"831",2014-10-23,7,7,"Found it on the D-Lab website",7,NA,"Excellent workshop. Chris is a tremendous teacher. Very clear and easy to understand. ",7,"Male/Man","White",1,1,NA,NA
"832",2014-10-23,6,5,"Email from another mailing list",7,"Psychology","I'd love to see a training on multiple imputation of missing data in R. It would be good to have more ""handson"" working through code/data than just receive explanation of code. The workshop was helpful though. ",5,"Female/Woman","Latino/Chicano, White",5,2,NA,NA
"833",2014-10-23,7,7,"Found it on the D-Lab website",7,NA,NA,7,NA,"N/A",NA,NA,NA,NA
"834",2014-10-23,6,6,"Email from the D-Lab mailing list",7,NA,NA,6,"Female/Woman","White",2,2,NA,NA
"835",2014-10-23,7,6,"Data Lab in DOE",7,NA,NA,6,NA,"N/A",NA,NA,NA,NA
"836",2014-10-22,7,7,"Found it on the D-Lab website",7,"Env Sci, Policy, & Mgmt","Chris organized this training very well, and the concepts were extremely helpful for starting my own work.  I highly recommend this workshop to all R users who have primarily done their stats in a different program but want to be more savy in R. ",7,"Female/Woman","Latino/Chicano",3,1,"I don't experience it much anymore but I used to due to not enough prerequisite background knowledge, due to non-exposure prior to my graduate career",NA
"837",2014-10-22,5,6,"Found it on the D-Lab website",6,NA,NA,6,"Male/Man","Indian(Foreign Student)",2,1,NA,NA
"838",2014-10-22,5,6,"Email from the D-Lab mailing list",7,NA,"For the course, it would have helped to explicitly say that we wouldn't need to actually run anything in R during the course (I spent a lot of time during it trying to figure out why R-Studio was crashing, but we didn't really need R-studio to follow along in the presentation).",6,NA,"Decline to state",1,1,NA,NA
"839",2014-10-20,7,7,"flyer",7,NA,"solid instructor.",7,NA,"n/a",NA,NA,NA,NA
"840",2014-10-18,7,4,"Heard about it from a friend/colleague",7,NA,"the workshop was great, but harrison should have started with the conceptual data modeling first before we went into the code; appreciate all his time and hard work helping us out! and love dlab for all of your help!",5,"Female/Woman","Asian American",4,3,"Learning materials",NA
"841",2014-10-17,5,1,"Email from another mailing list",5,"Slavic Languages & Lit","I appreciated the instructor's desire to help, but had a hard time adjusting to his teaching style. I felt he needed to cover the material more procedurally, but instead jumped straight in to code, without explaining what we were actually doing. I'd also suggest more explicit explanations; there were a lot of sentences like ""So, what this does is it takes them and turns  them into these, which gives you a thing that you can plug into it.""",3,"Male/Man","White",1,1,NA,NA
"842",2014-10-17,6,6,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","Decline to state, Human being",2,1,NA,NA
"843",2014-10-17,6,6,"Email from another mailing list",6,"Slavic Languages & Lit",NA,6,"Female/Woman","White",1,1,NA,NA
"844",2014-10-17,7,6,"Found it on the D-Lab website",7,NA,NA,6,"Male/Man","African American/Black",3,3,"Learning materials",NA
"845",2014-10-17,7,5,"Heard about it from a friend/colleague",7,NA,NA,5,"Male/Man","Asian American",1,1,NA,NA
"846",2014-10-17,6,6,"Found it on the D-Lab website",6,NA,NA,6,"Male/Man","White",NA,NA,NA,NA
"847",2014-10-17,7,7,NA,7,"Industrial Eng & Ops Rsch",NA,7,"Male/Man","International",1,1,NA,NA
"848",2014-10-17,7,7,"Email from the D-Lab mailing list",7,"Public Health","The class was awesome! Nora was awesome. I will definitely be back to D-lab! All of my questions were answered clearly. Nora went at a reasonable pace, was clearly quite knowledgable, and explained things clearly.",7,"Female/Woman","African American/Black",1,1,NA,NA
"849",2014-10-17,6,4,"Found it on the D-Lab website",6,"Env Sci, Policy, & Mgmt","Beginning Python Workshop",5,"Female/Woman","White",1,1,NA,NA
"850",2014-10-17,6,6,"Email from another mailing list",6,NA,NA,6,NA,"n/a",NA,NA,NA,NA
"851",2014-10-17,6,6,"Email from the D-Lab mailing list",6,"Public Health",NA,6,"Female/Woman","Decline to state",3,1,NA,NA
"852",2014-10-17,7,7,"Found it on the D-Lab website",7,"Public Health",NA,7,"Female/Woman","African American/Black",1,1,NA,NA
"853",2014-10-17,7,7,"Email from the D-Lab mailing list",7,"Public Health",NA,7,"Female/Woman","White",1,1,NA,NA
"854",2014-10-17,7,7,"Found it on the D-Lab website",7,"Ag & Resource Econ & Pol","This was the most useful d-lab training I've had yet. Thanks to nora! ",7,"Female/Woman","White",1,1,NA,NA
"855",2014-10-17,5,6,"Heard about it from a friend/colleague",7,"Ag & Resource Econ & Pol",NA,6,"Female/Woman","White",3,3,NA,NA
"856",2014-10-17,3,7,NA,7,NA,NA,7,NA,"n/a",NA,NA,NA,NA
"857",2014-10-15,7,7,"Digital Humanities",7,"Integrative Biology",NA,7,"Female/Woman","Asian American",2,1,"Lack of Exposure",NA
"858",2014-10-15,7,6,"Found it on the D-Lab website",7,"Integrative Biology",NA,7,"Male/Man","White",2,3,"Instructors",NA
"859",2014-10-15,6,6,"Heard about it from a friend/colleague",7,NA,NA,6,NA,"N/A",NA,NA,NA,NA
"860",2014-10-15,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,NA,"N/A",NA,NA,NA,NA
"861",2014-10-15,7,7,"Heard about it from a friend/colleague",6,"Law","Create a handbook that serves as an introduction to Drupal (without going into great and particular detail about the quirks of the program.",6,"Female/Woman","White",1,1,NA,NA
"862",2014-10-15,7,7,"Heard about it from a friend/colleague",7,"History",NA,7,"Female/Woman","Asian American",1,1,NA,NA
"863",2014-10-15,7,7,"Campus mailing list",7,NA,NA,7,"Decline to state","Decline to state",1,1,NA,NA
"864",2014-10-15,2,3,"micronet",2,NA,"Either I'm slow or Quinn was fast or the class wasn't advertised clearly beacause I got lost fast.",3,"Male/Man","White",2,NA,NA,NA
"865",2014-10-15,7,7,"Email from another mailing list",6,NA,NA,6,"Male/Man","White",1,1,NA,NA
"866",2014-10-15,7,7,"Found it on the D-Lab website",7,NA,"Thank you very much for a thorough and very helpful introduction to using Drupal. I've got a lot more to learn and appreciate the great foundation.",7,"Female/Woman","Asian American",1,1,NA,NA
"867",2014-10-15,1,1,NA,NA,NA,"testing 
This is Susan Grand",1,NA,"testing",1,NA,"testing",NA
"868",2014-10-15,7,6,"Linked from another website",7,NA,"This is my first attendance to D-Lab events. I like the small and interactive environment, and learned something new. 
The diversity of the audience makes it difficult for the curriculum to cater to everyone.",7,"Male/Man","Asian American",1,1,NA,NA
"869",2014-10-15,4,4,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","White",5,1,NA,NA
"870",2014-10-15,4,3,"Email from the D-Lab mailing list",7,NA,"The instructor wasn't really very prepared. It's an interesting new tool and I may end up using it - particularly for web publishing. I did learn the basics and the online materials look pretty good. It's in beta so I'll cut him a break.",6,"Male/Man","White",1,1,NA,NA
"871",2014-10-15,7,5,"Email from the D-Lab mailing list",7,"Ag & Resource Econ & Pol",NA,7,"Female/Woman","White",5,3,"During the last talk I attended (Criminal Justice data presentation) there was little recognition of the sensitive nature of the data being analyzed and the racialized nature of the social problem being discussed; it seemed as though the abstract nature of the analysis eclipsed these issues",NA
"872",2014-10-15,7,7,"Heard about it from a friend/colleague",7,"Rhetoric",NA,7,"Male/Man","White",4,4,"educational background",NA
"873",2014-10-15,7,7,"Heard about it from a friend/colleague",7,"Rhetoric",NA,7,"Male/Man","White",4,4,"educational background",NA
"874",2014-10-15,5,6,"Heard about it from a friend/colleague",6,"Information",NA,5,"Male/Man","Asian American, Latino/Chicano",2,1,NA,NA
"875",2014-10-15,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,NA,"N/A",NA,NA,NA,NA
"876",2014-10-15,7,6,"Email from another mailing list",7,NA,"Use of R for mapping .shp files and openstreet maps would be great!",7,NA,"N/A",NA,NA,NA,NA
"877",2014-10-15,7,3,"Email from another mailing list",7,NA,"I would like to see a workshop on research organizing and document management with programs such as Devon Think. Also, workshops useful for working with historical data.",1,NA,"N/A",NA,NA,NA,NA
"878",2014-10-15,5,5,"Email from the D-Lab mailing list",5,NA,"I think it's helpful to start with the Big Picture and move to details. Eg-- goal of analysis, where it fits in with research data, etc. This felt like it started with the details, which was hard for me since it felt like we were missing some important aspects of the process. ",5,"Female/Woman","White",3,1,NA,NA
"879",2014-10-15,5,7,"Found it on the D-Lab website",7,NA,"I'm interested in QDAWG, SNA workshops, R, STATA.... so I'm sure I'm coming to the next event. ",6,NA,"n/a",1,1,NA,NA
"880",2014-10-15,7,6,"Heard about it from a friend/colleague",7,NA,"I think it would be good for you to present your entire research design",6,"Female/Woman","Latino/Chicano",5,2,"Learning materials",NA
"881",2014-10-15,6,6,"Email from the D-Lab mailing list",6,"Education",NA,6,"Female/Woman","White",4,4,"that time workshops are offered",NA
"882",2014-10-15,7,7,"Found it on the D-Lab website",7,NA,"I thought it was great how the hands-on project very much reinforced the concepts learned in the training. Very well done, as more of a quantitative person, I learned a lot about qualitative research. ",7,"Male/Man","White",1,1,NA,NA
"883",2014-10-15,4,5,"Email from the D-Lab mailing list",4,"Public Health","Another qual workshop series from beginning to end of process would be helpful. (Interview guide ->analysis)",6,"Female/Woman","White",2,1,NA,NA
"884",2014-10-15,7,7,"Email from the D-Lab mailing list",7,NA,NA,5,NA,"N/A",NA,NA,NA,NA
"885",2014-10-15,6,5,"Email from another mailing list",5,"Ag & Resource Econ & Pol","Nice workshop: would like higher level workgroup for people to share ideas and use existing data",5,"Female/Woman","African American/Black",5,1,NA,NA
"886",2014-10-15,4,5,"Email from the D-Lab mailing list",6,NA,"It would have been good to have it two parts, or longer",5,NA,"N/A",NA,NA,NA,NA
"887",2014-10-14,6,5,"Heard about it from a friend/colleague",6,"Sociology",NA,5,"Female/Woman","White",3,1,NA,NA
"888",2014-10-14,5,5,"Email from the D-Lab mailing list",7,NA,NA,5,"Female/Woman","Asian American, White",5,2,"Learning materials",NA
"889",2014-10-12,7,7,"Email from another mailing list",7,"Public Health",NA,7,"Male/Man","White",1,1,NA,NA
"890",2014-10-10,7,6,"Email from the D-Lab mailing list",7,"Integrative Biology",NA,7,"Male/Man","White",1,1,NA,NA
"891",2014-10-10,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"n/a","n/a",NA,NA,NA,NA
"892",2014-10-10,7,7,"Found it on the D-Lab website",7,"Ag & Resource Econ & Pol",NA,7,"Female/Woman","Asian American",3,1,"Learning materials",NA
"893",2014-10-10,6,6,"Heard about it from a friend/colleague",7,"Rhetoric",NA,6,"Male/Man","White",3,1,"Past eduction",NA
"894",2014-10-10,7,7,"Email from another mailing list",7,"App Sci & Tech Grad Grp",NA,7,"Male/Man","International",NA,NA,NA,NA
"895",2014-10-09,6,6,"Email from the D-Lab mailing list",6,NA,"I really enjoyed the concrete examples this instructor provided from his own work/scholarship.",6,NA,"Decline to state",NA,NA,NA,NA
"896",2014-10-09,6,7,"Email from the D-Lab mailing list",7,"Ethnic Studies Grad Grp",NA,5,"Female/Woman","mixed",2,1,NA,NA
"897",2014-10-09,6,7,"Email from another mailing list",4,"Sociology",NA,5,"Female/Woman","White",2,1,NA,NA
"898",2014-10-09,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"899",2014-10-09,5,6,"Found it on the D-Lab website",7,"Political Science",NA,6,"Female/Woman","White",1,1,NA,NA
"900",2014-10-09,6,7,"Found it on the D-Lab website",6,NA,"I would like to work with big data",4,"Female/Woman","White",1,1,NA,NA
"901",2014-10-09,7,7,"Heard about it from a friend/colleague",7,"Ag & Resource Econ & Pol","I appreciated this workshop very much and I will be back :)",7,"Male/Man","Latino/Chicano",5,1,NA,NA
"902",2014-10-09,6,6,"Email from the D-Lab mailing list",6,NA,"Digital tools for ethnography ( how to use technology & take notes) , coding qualitative data for complete beginners who don't know about any application or program ",4,NA,"Decline to state",NA,NA,NA,NA
"903",2014-10-09,6,7,"Email from another mailing list",5,"Political Science","I can see how this is great for most social scientists. As an anthropologist, I find the course section here was a little basic, dealing with questioning assumptions most social sciences make but that we try to be careful not to. But it was great to get to see what ethnographic means in other disciplines. I enjoyed the workshop. ",4,"Female/Woman","Decline to state",5,4,NA,NA
"904",2014-10-09,7,7,"Heard about it from a friend/colleague",7,NA,"would love to see something on evaltrics",7,NA,"Decline to state",NA,NA,NA,NA
"905",2014-10-09,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"906",2014-10-09,6,6,"Email from another mailing list",6,"African American Studies",NA,4,"Female/Woman","African American/Black",3,1,NA,NA
"907",2014-10-09,5,4,"Heard about it from a friend/colleague",5,"Sociology",NA,5,"Female/Woman","Latino/Chicano",3,1,NA,NA
"908",2014-10-09,5,5,"Email from the D-Lab mailing list",6,"Sociology",NA,5,"Female/Woman","White",2,2,NA,NA
"909",2014-10-09,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Male/Man","Asian American",1,1,NA,NA
"910",2014-10-09,6,6,"Email from another mailing list",7,"Sociology",NA,5,"Male/Man","White",1,1,NA,NA
"911",2014-10-09,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","White",3,1,NA,NA
"912",2014-10-09,6,6,"Heard about it from a friend/colleague",6,NA,NA,6,"Female/Woman","White",1,1,NA,NA
"913",2014-10-09,6,6,"Heard about it from a friend/colleague",7,"Public Health",NA,5,"Female/Woman","Asian American",1,1,NA,NA
"914",2014-10-09,6,6,"Email from the D-Lab mailing list",7,NA,NA,6,"Female/Woman","Asian American",1,1,NA,NA
"915",2014-10-09,6,7,"Found it on the D-Lab website",5,"African American Studies","Stata, R",3,"Female/Woman","International",1,1,NA,NA
"916",2014-10-09,6,7,"Found it on the D-Lab website",7,"Economics",NA,6,"Female/Woman","International",2,2,NA,NA
"917",2014-10-09,5,6,"Found it on the D-Lab website",7,NA,NA,6,NA,"Decline to state",NA,NA,NA,NA
"918",2014-10-09,7,7,"Heard about it from a friend/colleague",7,NA,"Thank you very much! More on Drupal of Modules would be great",7,"Female/Woman","White",1,1,NA,NA
"919",2014-10-09,7,7,"Heard about it from a friend/colleague",7,NA,"Would be nice to have the slides during the lecture so we can go back etc. at our own pace (i.e. send out link or PPT ahead of time)",7,"Male/Man","White",1,1,NA,NA
"920",2014-10-09,7,7,"Email from another mailing list",6,NA,NA,5,"Female/Woman","White",NA,NA,NA,NA
"921",2014-10-09,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Male/Man","Decline to state",2,1,NA,NA
"922",2014-10-09,6,6,"Heard about it from a friend/colleague",7,NA,"Quinn: keep up slides longer for which modules need to be downloaded. This part of your presentation runs too fast. eval should be online",6,"Female/Woman","White",5,1,NA,NA
"923",2014-10-09,7,7,"Don't remember",5,"Political Science",NA,7,"Female/Woman","Asian American",1,1,NA,NA
"924",2014-10-09,7,7,"via micronet mailing list",7,"App Sci & Tech Grad Grp",NA,7,"Male/Man","International",NA,NA,NA,NA
"925",2014-10-09,7,7,"Heard about it from a friend/colleague",6,NA,NA,5,"Male/Man","White",1,1,NA,NA
"926",2014-10-09,4,5,"Heard about it from a friend/colleague",5,NA,NA,5,"Female/Woman","Asian American",1,1,NA,NA
"927",2014-10-09,7,7,"Email from the D-Lab mailing list",7,"Neuroscience",NA,7,"Male/Man","White",1,1,NA,NA
"928",2014-10-09,5,5,"Professor",5,"Public Health",NA,5,"Female/Woman","White",5,2,NA,NA
"929",2014-10-08,5,6,"Email from the D-Lab mailing list",5,NA,"Would have enjoyed a bit of conversation about policy-relevant content!",6,"Male/Man","White",2,1,NA,NA
"930",2014-10-02,7,7,"Email from Drupal Groups Berkeley",7,NA,"This is my first time of hearing about D-Lab and I got to hear because of the email from Drupal Groups Berkeley. It seems there is no much publicity about D-Lab
My suggestion will be that its activities should me more publicized as I know of so many that can benefit from their services.
Thank you",6,"Male/Man","African American/Black",3,1,NA,NA
"931",2014-10-01,7,7,"Email from the D-Lab mailing list",7,"History","-Humanities
-Oriented
-Time and Data Management",7,"Female/Woman","Asian American",4,2,"Learning materials",NA
"932",2014-10-01,7,7,"Heard about it from a friend/colleague",7,"History",NA,7,"Female/Woman","Asian American",2,1,NA,NA
"933",2014-10-01,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","Asian American",4,1,NA,NA
"934",2014-10-01,7,7,"Email from the D-Lab mailing list",6,"Env Sci, Policy, & Mgmt",NA,5,"Female/Woman","White",3,2,NA,NA
"935",2014-10-01,7,7,"Heard about it from a friend/colleague",7,"Law","Hands-on Tutoring in web development",7,"Female/Woman","White",1,1,NA,NA
"936",2014-10-01,7,7,"email from drupal camp",7,NA,"I did not know about DLab before now. I think they should do more advertising.",6,"N/A","N/A",NA,NA,NA,NA
"937",2014-10-01,7,7,"Heard about it from a friend/colleague",7,"Integrative Biology","This is great. Most approachable DLab class I've done thus far.",7,"Male/Man","White",1,1,NA,NA
"938",2014-10-01,7,6,"Quinn",7,"History",NA,5,"Female/Woman","Asian American",1,1,NA,NA
"939",2014-10-01,7,7,"campus mailing list",7,NA,NA,7,"Female/Woman","White",1,1,NA,NA
"940",2014-10-01,5,7,"from consultation with Quinn",7,NA,NA,6,NA,"N/A",NA,NA,NA,NA
"941",2014-10-01,6,5,"Email from the D-Lab mailing list",5,NA,NA,5,"Male/Man","White",1,1,NA,NA
"942",2014-10-01,7,7,"Heard about it from a friend/colleague",7,NA,NA,6,"Male/Man","White",2,1,NA,NA
"943",2014-10-01,6,6,"Email from the D-Lab mailing list",6,NA,NA,4,"Male/Man","International",1,1,NA,NA
"944",2014-10-01,5,5,"Found it on the D-Lab website",6,"Economics",NA,5,NA,"N/A",3,1,"Instructors",NA
"945",2014-10-01,7,7,"Heard about it from a friend/colleague",7,NA,"Really enjoyed. Thank you!",7,NA,"Decline to state",NA,NA,NA,NA
"946",2014-10-01,7,7,"Heard about it from a friend/colleague",7,NA,NA,6,"Male/Man","White",1,1,NA,NA
"947",2014-10-01,7,7,"Found it on the D-Lab website",7,NA,"More SQL workshops offered please. Thx!",7,NA,"Decline to state",NA,NA,NA,NA
"948",2014-09-29,1,3,"Heard about it from a friend/colleague",4,NA,"I'm staff for a poverty econ research center on campus, and manage two programs that award grants to research projects. While I don't have a background in econ or conduct any research myself, I was hoping to get a very basic intro to the STATA. I also don't have any coding background or experience. Perhaps this course was intended for people with a basic nuts-and-bolts understanding of STATA already, but based on the title, I was under the impression it would be completely beginners-level. If there are others like me registering for future classes, here's how I think the delivery could be improved.

-Introduction to basic vocab and terms, and definitions
-Introduction to basic syntax commands and the corresponding performing function
-Clear and simple case study selected in advance to demo and ""play"" with
-Laser pointer or enlarged cursor to clearly indicate tabs/etc on projected screen so

Thank you for offering these classes!",2,"Female/Woman","White",1,1,NA,NA
"949",2014-09-29,7,5,"Found it on the D-Lab website",7,"Political Science","My department anthro would benefit immensely from having a methods D-Lab course (Scrivener, Atlas.ti etc.)",7,"Female/Woman","Latino/Chicano, White",1,1,NA,NA
"950",2014-09-29,7,7,"Found it on the D-Lab website",7,"Integrative Biology",NA,7,"Male/Man","White",5,1,NA,NA
"951",2014-09-29,7,6,"Heard about it from a friend/colleague",6,"Ag & Resource Econ & Pol",NA,7,"Female/Woman","White",4,1,"Instructors",NA
"952",2014-09-29,6,6,"Heard about it from a friend/colleague",6,"Ag & Resource Econ & Pol","Super helpful. I will need some more 1 on 1 help now. Thanks.",7,"Female/Woman","Decline to state",5,1,NA,NA
"953",2014-09-29,7,7,"Found it on the D-Lab website",5,NA,NA,5,NA,"N/A",NA,NA,NA,NA
"954",2014-09-29,7,7,"Email from another mailing list",7,NA,NA,7,NA,"N/A",NA,NA,NA,NA
"955",2014-09-29,5,5,"Heard about it from a friend/colleague",7,"Public Policy",NA,7,"Female/Woman","African American/Black",1,1,NA,NA
"956",2014-09-29,7,7,"Heard about it from a friend/colleague",7,NA,"Thanks so much! It is really helpful.",7,NA,"N/A",3,1,NA,NA
"957",2014-09-29,7,7,"Heard about it from a friend/colleague",7,"Public Health","Thanks very helpful!",7,"Female/Woman","White",4,1,NA,NA
"958",2014-09-29,6,5,"Found it on the D-Lab website",7,"Psychology",NA,6,"Male/Man","International",1,1,NA,NA
"959",2014-09-29,6,6,"Found it on the D-Lab website",7,"City & Regional Planning",NA,6,"Female/Woman","White",1,1,NA,NA
"960",2014-09-29,6,6,"Found it on the D-Lab website",7,"Ag & Resource Econ & Pol","R, Data visualization , Arc GRS, Intro",5,"Female/Woman","Asian American",3,1,NA,NA
"961",2014-09-29,6,6,"Email from the D-Lab mailing list",7,"Energy & Resources Group",NA,5,"Female/Woman","Asian American",4,1,NA,NA
"962",2014-09-29,7,7,"Found it on the D-Lab website",7,"African American Studies","Intro to python (Python bootcamp)
Latex (exporting data from Spss, Stata, R) Latex Intro",6,"Male/Man","White",1,1,NA,NA
"963",2014-09-29,6,5,"Heard about it from a friend/colleague",7,NA,"Will be great to be more slow paced for first-time people",6,NA,"N/A",NA,NA,NA,NA
"964",2014-09-27,7,7,"CEGA staff",7,NA,"I am interested in using technology or softwares in qualitative data analysis (Nvivo, Atlas.ti etc). However all the trainings you are offering are really interesting and very useful.",6,"Male/Man","African American/Black, International",3,1,NA,NA
"965",2014-09-26,7,7,"Found it on the D-Lab website",7,"Economics","I would like to take a Text Analysis course, Webscrapping or Machine learning.",7,"Male/Man","International, Latino/Chicano, White",1,1,NA,NA
"966",2014-09-26,7,7,"Found it on the D-Lab website",7,"African American Studies","Training on the following would be great:
Latex - introduction
Latex - exporting from SPSS, Stata, R
Introduction to Python /Python bootcamp",6,"Male/Man","White",1,1,NA,NA
"967",2014-09-26,2,4,"Found it on the D-Lab website",5,NA,"Having never installed or looked at Stata before, I went into this workshop hoping to learn  the basics and better understand Stata as a tool. However, I feel that the class went too quickly and was not formatted in a way suitable for a beginner. Perhaps try macro-framing the syntax from the beginning, instead of jumping right into examples. While the class was going into comparing variables, I was still determining how basic functions worked. Overall though, I left with a much better conceptualization of how to use and the usefulness of Stata.",3,"Decline to state","Decline to state",1,1,NA,NA
"968",2014-09-26,7,7,"Heard about it from a friend/colleague",7,"Political Science","R!",7,"Female/Woman","White",1,1,NA,NA
"969",2014-09-26,7,7,"Found it on the D-Lab website",7,"Political Science","I do not receive emails from d-lab even though I've signed up. I would like to have beginner R training. ",7,"Female/Woman","African American/Black",4,2,"need more offerings of courses ",NA
"970",2014-09-26,7,7,"Email from another mailing list",5,"Political Science",NA,7,"Male/Man","White",1,1,NA,NA
"971",2014-09-26,7,7,"Email from the D-Lab mailing list",6,"Political Science",NA,6,"Female/Woman","White",3,1,NA,NA
"972",2014-09-26,6,6,"Professor",6,NA,NA,5,"Female/Woman","Asian American",2,2,NA,NA
"973",2014-09-26,7,7,"Email from the D-Lab mailing list",7,"Political Science","Another Training in R.",7,"Female/Woman","International",1,1,NA,NA
"974",2014-09-26,7,7,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","White",4,1,NA,NA
"975",2014-09-26,6,7,"Email from the D-Lab mailing list",4,NA,"This was helpful-mostly a review for me but I learned some new things. ",6,"Female/Woman","White",NA,NA,NA,NA
"976",2014-09-26,6,6,"Heard about it from a friend/colleague",6,NA,NA,6,NA,"n/a",NA,NA,NA,NA
"977",2014-09-26,2,2,"Found it on the D-Lab website",1,"Ag & Resource Econ & Pol",NA,2,"Female/Woman","White",1,1,NA,NA
"978",2014-09-26,7,7,"Heard about it from a friend/colleague",7,"Ag & Resource Econ & Pol","Spatial Data- QGIS, etc and open source mapping software would be great. ",7,"Female/Woman","n/a",3,1,NA,NA
"979",2014-09-26,7,7,"Found it on the D-Lab website",7,"Psychology",NA,6,"Male/Man","International",1,1,NA,NA
"980",2014-09-26,6,7,"Found it on the D-Lab website",6,"Education",NA,6,"Male/Man","International",2,1,NA,NA
"981",2014-09-25,7,6,"Email from the D-Lab mailing list",7,"Energy & Resources Group",NA,5,"Male/Man","Latino/Chicano, Native American/Alaskan Native",2,1,NA,NA
"982",2014-09-25,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","White",4,2,NA,NA
"983",2014-09-25,7,7,"Found it on the D-Lab website",7,"History",NA,7,"Female/Woman","White",1,1,NA,NA
"984",2014-09-25,6,6,"Heard about it from a friend/colleague",7,"Public Health","I think I missed the intro to qual research. I would love the information on qual research and coding. Greatest technical challenge is knowing what software to use. ",6,"Female/Woman","N/A",4,1,NA,NA
"985",2014-09-25,7,7,"Email from another mailing list",7,NA,NA,7,"Male/Man","n/a",2,1,NA,NA
"986",2014-09-25,5,4,"Heard about it from a friend/colleague",5,"Env Sci, Policy, & Mgmt","I would have liked to have a more basic intro. Have never used zotero before. Lost of great information. I look forward to the people.",5,"Female/Woman","N/A",4,4,"Lack of prior exposure no experience with citation managers",NA
"987",2014-09-25,6,6,"Heard about it from a friend/colleague",7,"Political Science",NA,6,"Male/Man","n/a",1,1,NA,NA
"988",2014-09-25,7,7,"D-Hummanities Group",7,"History",NA,7,"Male/Man","N/A",5,5,NA,NA
